frame,stream_ms,visible,upload_est,overlay_stream_ms,overlay_visible,overlay_upload_est,mlod_ms
0,1.700832974165678,4096,64,0.0005420297384262085,4096,64,11.343332938849926
1,2.014957834035158,4096,64,0.000833999365568161,4096,64,11.343332938849926
2,4.274582955986261,4096,64,0.00045797787606716156,4096,64,11.343332938849926
3,2.88824993185699,4096,64,0.00020791776478290558,4096,64,11.343332938849926
4,3.4254579804837704,4096,64,0.000500120222568512,4096,64,11.343332938849926
5,4.58195898681879,4096,64,0.0012079253792762756,4096,64,11.343332938849926
6,6.465791026130319,4096,64,0.00037509016692638397,4096,64,11.343332938849926
7,6.67733303271234,4096,64,0.0003341119736433029,4096,64,11.343332938849926
8,8.57095792889595,4096,64,0.0010828953236341476,4096,64,11.343332938849926
9,10.282082948833704,4096,64,0.0010831281542778015,4096,64,11.343332938849926
10,11.63933309726417,4096,64,0.0005420297384262085,4096,64,13.443459058180451
11,14.665417140349746,4096,64,0.0006668269634246826,4096,64,13.443459058180451
12,17.334334086626768,4096,64,0.001084059476852417,4096,64,13.443459058180451
13,20.91320790350437,4096,64,0.0010409858077764511,4096,64,13.443459058180451
14,21.671958034858108,4096,64,0.000708969309926033,4096,64,13.443459058180451
15,23.93845794722438,4096,64,0.000791158527135849,4096,64,13.443459058180451
16,2.8537081088870764,4096,64,0.00020908191800117493,4096,64,13.443459058180451
17,2.7069170027971268,4096,64,8.405186235904694e-05,4096,64,13.443459058180451
18,2.7636669110506773,4096,64,0.0007080379873514175,4096,64,13.443459058180451
19,2.7490840293467045,4096,64,0.00016693957149982452,4096,64,13.443459058180451
20,2.665832871571183,4096,64,4.21423465013504e-05,4096,64,10.463374899700284
21,2.918750047683716,4096,64,0.00045797787606716156,4096,64,10.463374899700284
22,2.8538331389427185,4096,64,8.381903171539307e-05,4096,64,10.463374899700284
23,2.7051668148487806,4096,64,0.00020791776478290558,4096,64,10.463374899700284
24,2.7187499217689037,4096,64,4.190951585769653e-05,4096,64,10.463374899700284
25,2.5977909099310637,4096,64,8.405186235904694e-05,4096,64,10.463374899700284
26,2.643333049491048,4096,64,0.00037509016692638397,4096,64,10.463374899700284
27,2.528291894122958,4096,64,8.405186235904694e-05,4096,64,10.463374899700284
28,2.5417921133339405,4096,64,0.000125030055642128,4096,64,10.463374899700284
29,2.5454170536249876,4096,64,8.312053978443146e-05,4096,64,10.463374899700284
30,2.4838328827172518,4096,64,4.190951585769653e-05,4096,64,10.03320817835629
31,2.7716669719666243,4096,64,0.0005417969077825546,4096,64,10.03320817835629
32,2.716874936595559,4096,64,0.00020791776478290558,4096,64,10.03320817835629
33,2.42937495931983,4096,64,4.190951585769653e-05,4096,64,10.03320817835629
34,2.6136250235140324,4096,64,0.000541098415851593,4096,64,10.03320817835629
35,2.5442498736083508,4096,64,0.00029080547392368317,4096,64,10.03320817835629
36,2.6756669394671917,4096,64,4.190951585769653e-05,4096,64,10.03320817835629
37,2.722665900364518,4096,64,8.405186235904694e-05,4096,64,10.03320817835629
38,2.629874972626567,4096,64,4.0978193283081055e-05,4096,64,10.03320817835629
39,2.5799169670790434,4096,64,0.0,4096,64,10.03320817835629
40,2.984333084896207,4096,64,0.0006670597940683365,4096,64,10.230915853753686
41,3.162916051223874,4096,64,0.0007499475032091141,4096,64,10.230915853753686
42,2.8020418249070644,4096,64,0.0002919696271419525,4096,64,10.230915853753686
43,2.777458168566227,4096,64,0.000125030055642128,4096,64,10.230915853753686
44,2.734291134402156,4096,64,4.1211023926734924e-05,4096,64,10.230915853753686
45,2.624790882691741,4096,64,8.288770914077759e-05,4096,64,10.230915853753686
46,2.537208143621683,4096,64,4.21423465013504e-05,4096,64,10.230915853753686
47,2.785291988402605,4096,64,0.000250060111284256,4096,64,10.230915853753686
48,2.5949999690055847,4096,64,0.00016693957149982452,4096,64,10.230915853753686
49,2.571666846051812,4096,64,8.312053978443146e-05,4096,64,10.230915853753686
50,2.5827919598668814,4096,64,0.000125030055642128,4096,64,10.33216598443687
51,2.845540875568986,4096,64,0.00029103830456733704,4096,64,10.33216598443687
52,2.518333960324526,4096,64,0.000125030055642128,4096,64,10.33216598443687
53,2.5351669173687696,4096,64,4.190951585769653e-05,4096,64,10.33216598443687
54,2.563915913924575,4096,64,0.00037509016692638397,4096,64,10.33216598443687
55,2.3412921000272036,4096,64,0.0002919696271419525,4096,64,10.33216598443687
56,2.7058750856667757,4096,64,0.00020884908735752106,4096,64,10.33216598443687
57,2.6477498468011618,4096,64,8.312053978443146e-05,4096,64,10.33216598443687
58,2.6849580463021994,4096,64,0.000125030055642128,4096,64,10.33216598443687
59,2.6347909588366747,4096,64,8.288770914077759e-05,4096,64,10.33216598443687
60,2.7623751666396856,4096,64,0.0013329554349184036,4096,64,12.22974993288517
61,3.387541975826025,4096,64,0.00037509016692638397,4096,64,12.22974993288517
62,2.836792031303048,4096,64,0.000250060111284256,4096,64,12.22974993288517
63,2.587083959951997,4096,64,0.000125030055642128,4096,64,12.22974993288517
64,2.6479579973965883,4096,0,8.312053978443146e-05,4096,0,12.22974993288517
65,2.544332994148135,4096,0,8.288770914077759e-05,4096,0,12.22974993288517
66,2.6181249413639307,4096,0,0.0004169996827840805,4096,0,12.22974993288517
67,2.699791919440031,4096,0,0.000541098415851593,4096,0,12.22974993288517
68,2.4968329817056656,4096,0,0.00016693957149982452,4096,0,12.22974993288517
69,2.567583927884698,4096,0,0.000250060111284256,4096,0,12.22974993288517
70,2.5324998423457146,4096,0,8.312053978443146e-05,4096,0,11.96475001052022
71,2.847790950909257,4096,0,0.0006249174475669861,4096,0,11.96475001052022
72,2.693000016734004,4096,0,4.21423465013504e-05,4096,0,11.96475001052022
73,2.7970829978585243,4096,0,0.0004591420292854309,4096,0,11.96475001052022
74,2.211666898801923,4096,0,0.00033294782042503357,4096,0,11.96475001052022
75,2.6918340008705854,4096,0,0.000125030055642128,4096,0,11.96475001052022
76,2.696707844734192,4096,0,8.288770914077759e-05,4096,0,11.96475001052022
77,2.6779579930007458,4096,0,4.21423465013504e-05,4096,0,11.96475001052022
78,2.6210839860141277,4096,0,0.000416068360209465,4096,0,11.96475001052022
79,2.957249991595745,4096,0,0.000959029421210289,4096,0,11.96475001052022
80,2.636292017996311,4096,0,0.00020815059542655945,4096,0,13.16525018773973
81,2.9345829971134663,4096,0,0.00037509016692638397,4096,0,13.16525018773973
82,2.644707914441824,4096,0,8.288770914077759e-05,4096,0,13.16525018773973
83,2.7147079817950726,4096,0,4.21423465013504e-05,4096,0,13.16525018773973
84,2.546750009059906,4096,0,4.21423465013504e-05,4096,0,13.16525018773973
85,2.7923749294131994,4096,0,0.0007499475032091141,4096,0,13.16525018773973
86,2.574541140347719,4096,0,0.000250060111284256,4096,0,13.16525018773973
87,2.564874943345785,4096,0,0.00020791776478290558,4096,0,13.16525018773973
88,2.5368749629706144,4096,0,8.405186235904694e-05,4096,0,13.16525018773973
89,2.47012497857213,4096,0,8.288770914077759e-05,4096,0,13.16525018773973
90,2.6203328743577003,4096,0,0.00029103830456733704,4096,0,13.513999991118908
91,2.9133751522749662,4096,0,0.0009159557521343231,4096,0,13.513999991118908
92,2.6412089355289936,4096,0,0.00033387914299964905,4096,0,13.513999991118908
93,1.9851669203490019,4096,0,0.000250060111284256,4096,0,13.513999991118908
94,2.7551669627428055,4096,0,4.0978193283081055e-05,4096,0,13.513999991118908
95,2.6551249902695417,4096,0,0.000125030055642128,4096,0,13.513999991118908
96,2.656124997884035,4096,0,0.0003748573362827301,4096,0,13.513999991118908
97,2.7986669447273016,4096,0,0.00045797787606716156,4096,0,13.513999991118908
98,2.7449580375105143,4096,0,4.0978193283081055e-05,4096,0,13.513999991118908
99,2.609000075608492,4096,0,4.21423465013504e-05,4096,0,13.513999991118908
100,2.6353748980909586,4096,0,0.000125030055642128,4096,0,12.66866596415639
101,2.8189171571284533,4096,0,0.0005420297384262085,4096,0,12.66866596415639
102,2.6157088577747345,4096,0,0.0001671724021434784,4096,0,12.66866596415639
103,2.8131669387221336,4096,0,0.0003748573362827301,4096,0,12.66866596415639
